codigo_municipio;nome_municipio_ibge;uf;bairro;qtd_escolas_confiaveis;qtd_participantes_enem;enem_ponderado;qtd_escolas_elegiveis;amostra_significativa;qtd_golden_leads;nivel_renda;confianca_match;renda_media_responsavel;renda_mediana_responsavel
3106200;Belo Horizonte;MG;PALMEIRAS;1;22;595,1;1;False;0;bairro;exato;3332,43;2000,0
3106200;Belo Horizonte;MG;SANTA TEREZINHA;1;19;582,2;1;False;0;bairro;exato;3041,87;2000,0
3106200;Belo Horizonte;MG;SAUDADE;1;20;544,6;1;False;0;bairro;exato;3098,59;2000,0
3106200;Belo Horizonte;MG;NOVO GLÓRIA;1;11;527,0;1;False;0;bairro;exato;2597,06;1900,0
3106200;Belo Horizonte;MG;SÃO PAULO;2;80;632,6;2;False;0;bairro;exato;2666,73;1800,0
3106200;Belo Horizonte;MG;TUPI A;1;30;631,5;1;False;0;bairro;exato;2439,34;1800,0
3106200;Belo Horizonte;MG;VALE DO JATOBA;1;59;620,5;1;False;0;bairro;exato;2216,86;1700,0
3106200;Belo Horizonte;MG;SAO SALVADOR;2;85;617,3;2;False;0;bairro;exato;2360,36;1500,0
1501402;Belém;PA;NAZARÉ;5;197;657,3;6;True;3;bairro;exato;10892,99;7500,0
1501402;Belém;PA;BATISTA CAMPOS;3;458;626,6;3;True;2;bairro;exato;9423,35;6000,0
1501402;Belém;PA;SAO BRAZ;1;112;569,4;1;False;0;distrito (aproximado);exato;9028,15;6000,0
1501402;Belém;PA;TERRA FIRME;1;12;591,2;1;False;0;distrito (aproximado);exato;9028,15;6000,0
1501402;Belém;PA;UMARIZAL;2;74;569,1;3;False;0;bairro;exato;9752,31;6000,0
1501402;Belém;PA;SAO BRAS;2;127;581,2;2;False;0;bairro;exato;7600,1;5000,0
1501402;Belém;PA;VAL-DE-CAES;1;19;578,6;1;False;0;bairro;exato;7144,7;5000,0
1501402;Belém;PA;CAMPINA;1;36;528,9;1;False;0;bairro;exato;5934,17;3500,0
1501402;Belém;PA;MARCO;8;299;597,1;9;True;0;bairro;exato;5752,58;3000,0
1501402;Belém;PA;CREMACAO;1;34;741,7;1;False;1;bairro;exato;4343,32;2000,0
1501402;Belém;PA;PARQUE VERDE;9;385;600,0;10;True;1;bairro;exato;4466,03;2000,0
1501402;Belém;PA;PEDREIRA;4;137;580,0;5;True;0;bairro;exato;4131,53;2000,0
1501402;Belém;PA;MANGUEIRÃO;1;82;516,9;1;False;0;bairro;exato;3500,59;1800,0
1501402;Belém;PA;MARAMBAIA;3;229;586,8;5;True;0;bairro;exato;3487,72;1800,0
1501402;Belém;PA;CASTANHEIRA;1;53;575,7;1;False;0;bairro;exato;2835,35;1500,0
1501402;Belém;PA;AGULHA (ICOARACI);1;31;571,5;1;False;0;distrito (aproximado);exato;1812,98;1212,0
1501402;Belém;PA;AGULHA - ICOARACI;1;27;511,8;1;False;0;distrito (aproximado);exato;1812,98;1212,0
1501402;Belém;PA;CAMPINA DE ICOARACI;2;155;590,8;2;False;1;bairro;exato;1952,43;1212,0
1501402;Belém;PA;CRUZEIRO (ICOARACI);1;53;550,7;2;False;0;distrito (aproximado);exato;1812,98;1212,0
1501402;Belém;PA;GUAMÁ;1;22;533,4;1;False;0;bairro;exato;2342,83;1212,0
1501402;Belém;PA;SACRAMENTA;2;75;548,4;2;False;0;bairro;exato;2157,7;1212,0
1501402;Belém;PA;TAPANA;1;36;596,8;2;False;0;bairro;exato;2303,72;1212,0
1501402;Belém;PA;UNA;1;31;547,3;1;False;0;bairro;exato;2020,11;1212,0
1501402;Belém;PA;ÁGUA BOA (OUTEIRO);1;12;497,1;1;False;0;distrito (aproximado);exato;1394,1;1200,0
1501402;Belém;PA;VILA (MOSQUEIRO);1;45;600,4;1;False;0;distrito (aproximado);exato;1541,25;1200,0
4302105;Bento Gonçalves;RS;CIDADE ALTA;1;55;645,6;1;False;1;bairro;exato;6990,12;4750,0
4302105;Bento Gonçalves;RS;FENAVINHO;1;17;644,7;1;False;1;bairro;exato;3829,17;3000,0
3106705;Betim;MG;JARDIM DA CIDADE;1;28;634,1;1;False;0;bairro;exato;7583,36;6000,0
3106705;Betim;MG;ARQUIPELAGO VERDE;2;99;617,9;2;False;0;bairro;exato;3255,59;2000,0
3106705;Betim;MG;VILA CRISTINA;1;38;613,5;1;False;0;distrito (aproximado);exato;2422,81;1700,0
3506508;Birigui;SP;CENTRO;1;29;647,5;1;False;1;distrito (aproximado);exato;2884,23;2000,0
3506508;Birigui;SP;CHACARAS CAICARA;1;22;672,5;1;False;1;distrito (aproximado);exato;2884,23;2000,0
3506508;Birigui;SP;JARDIM PINHEIROS;1;66;621,4;1;False;0;distrito (aproximado);exato;2884,23;2000,0
3506508;Birigui;SP;RESIDENCIAL CAPUANO;1;10;529,7;1;False;0;distrito (aproximado);exato;2884,23;2000,0
4202404;Blumenau;SC;JARDIM BLUMENAU;1;67;626,7;2;False;1;bairro;exato;17850,94;12000,0
4202404;Blumenau;SC;VICTOR KONDER;1;72;560,6;2;False;0;bairro;exato;8160,24;5001,0
4202404;Blumenau;SC;CENTRO;3;220;642,0;3;True;2;bairro;exato;5869,33;4000,0
4202404;Blumenau;SC;PONTA AGUDA;2;37;579,4;2;False;0;bairro;exato;5552,62;2600,0
1400100;Boa Vista;RR;CACARI;1;11;562,9;1;False;0;bairro;exato;9405,07;7000,0
1400100;Boa Vista;RR;SÃO FRANCISCO;1;47;596,7;1;False;0;bairro;exato;5426,7;3850,0
1400100;Boa Vista;RR;MECEJANA;1;51;563,4;1;False;0;bairro;exato;5481,66;3600,0
1400100;Boa Vista;RR;CENTRO;2;51;613,4;2;False;1;bairro;exato;4868,75;3000,0
1400100;Boa Vista;RR;AEROPORTO;1;37;510,9;1;False;0;bairro;exato;3969,07;2500,0
3507506;Botucatu;SP;CENTRO;4;168;617,4;4;True;2;bairro;exato;5872,84;4000,0
3507506;Botucatu;SP;VILA NOGUEIRA;1;26;581,4;1;False;0;bairro;exato;6045,4;4000,0
3507506;Botucatu;SP;VILA NOVA BOTUCATU;1;17;581,4;1;False;0;bairro;exato;3510,75;2800,0
3507506;Botucatu;SP;PARK RESIDENCIAL CONVIVIO;1;46;572,0;1;False;0;distrito (aproximado);exato;3628,49;2500,0
3507506;Botucatu;SP;VILA GUIMARAES;1;15;612,7;1;False;0;bairro;exato;3483,67;2400,0
3507506;Botucatu;SP;JARDIM AEROPORTO;1;79;674,4;1;False;1;bairro;exato;2424,39;2000,0
1501709;Bragança;PA;CENTRO;1;46;597,4;1;False;0;bairro;exato;4255,6;2800,0
3507605;Bragança Paulista;SP;SANTA LUZIA;1;29;584,9;1;False;0;bairro;exato;6266,66;4000,0
3507605;Bragança Paulista;SP;CONDOMINIO JARDIM DAS PALMEIRAS;1;15;585,0;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;JARDIM DOUTOR JULIO DE MESQUITA FILHO;1;35;612,4;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;JARDIM EUROPA;1;21;631,6;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;JARDIM MORUMBI;1;52;592,2;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;JARDIM SANTA RITA DE CASSIA;1;19;646,1;1;False;1;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;JARDIM SAO JOSE;1;25;681,9;1;False;1;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;VILA MUNICIPAL;1;26;565,2;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;VILA SANTA CRISTINA;1;23;601,3;1;False;0;distrito (aproximado);exato;3539,89;2400,0
3507605;Bragança Paulista;SP;CAMPO NOVO;1;14;659,1;1;False;1;bairro;exato;2966,44;2000,0
5300108;Brasília;DF;AGUAS CLARAS;3;104;621,3;3;True;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;ÁREA OCTOGONAL;1;69;640,6;1;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;AREAL (AGUAS CLARAS);2;190;677,0;2;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;ASA NORTE;10;655;679,2;12;True;4;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;ASA SUL;13;1047;673,6;16;True;8;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;BRASILIA;1;42;624,6;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;CEILANDIA NORTE;1;78;578,8;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;CEILANDIA NORTE (CEILANDIA);2;88;548,6;5;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;CEILANDIA SUL;1;34;561,6;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;CEILÂNDIA SUL (CEILÂNDIA);1;23;571,5;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;CRUZEIRO NOVO;1;10;576,8;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;GAMA;1;26;592,5;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;GUARÁ I;1;37;573,0;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;GUARA II;2;83;590,6;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;JARDINS MANGUEIRAL (SÃO SEBASTIÃO);1;19;580,3;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;LESTE;1;12;584,0;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;NORTE;1;138;592,2;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;NORTE (ÁGUAS CLARAS);1;18;615,6;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;NORTE AGUAS CLARAS;1;25;606,2;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;NÚCLEO BANDEIRANTE;1;46;616,9;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;PARANOÁ;1;15;642,9;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;RECANTO DAS EMAS;1;49;562,0;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;REGIAO DOS LAGOS;1;15;619,9;1;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;RIACHO FUNDO I;2;27;586,0;4;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SAMAMBAIA NORTE (SAMAMBAIA);2;172;582,1;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SAMAMBAIA SUL;2;43;547,7;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SAMAMBAIA SUL (SAMAMBAIA);1;25;573,4;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SANTA MARIA;2;24;550,8;4;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR CENTRAL (GAMA);2;93;556,4;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR DE EDUCACAO (PLANALTINA);1;64;613,5;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR DE HABITACOES INDIVIDUAIS NORTE;2;51;580,8;3;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR DE HABITAÇÕES INDIVIDUAIS SUL;3;136;650,0;6;True;3;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR DE MANSOES DE SOBRADINHO;1;15;581,9;2;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR HABITACIONAL JARDIM BOTÂNICO;2;43;610,3;2;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR HABITACIONAL VICENTE PIRES;4;158;570,7;6;True;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR INDUSTRIAL (GAMA);1;32;606,3;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR INDUSTRIAL TAGUATINGA;1;106;582,1;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR NORTE (BRAZLANDIA);1;10;564,3;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR SUDOESTE;3;113;613,0;3;True;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR TRADICIONAL;1;10;615,8;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SETOR TRADICIONAL (PLANALTINA);1;17;581,6;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SOBRADINHO;4;234;591,6;7;True;2;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SUL (AGUAS CLARAS);3;187;626,8;3;True;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;SUL AGUAS CLARAS;1;75;716,0;1;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;TAG NORTE;1;62;566,9;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;TAGUATINGA;2;136;612,4;2;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;TAGUATINGA DF;1;11;527,2;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;TAGUATINGA NORTE;3;276;579,0;3;True;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;TAGUATINGA NORTE (TAGUATINGA);2;48;562,5;3;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;VILA BURITIS - SETOR RESIDENCIAL LESTE;1;50;636,5;1;False;1;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;VILA SAO JOSE SAO SEBASTIAO;1;23;552,5;1;False;0;distrito (aproximado);exato;5784,31;3000,0
5300108;Brasília;DF;ZONA INDUSTRIAL;1;12;654,8;2;False;1;distrito (aproximado);exato;5784,31;3000,0
4202909;Brusque;SC;JARDIM MALUCHE;1;17;642,1;1;False;1;bairro;exato;5284,38;3500,0
4202909;Brusque;SC;SANTA TEREZINHA;1;24;585,0;1;False;0;bairro;exato;3613,47;2800,0
4202909;Brusque;SC;PRIMEIRO DE MAIO;1;13;586,1;2;False;0;distrito (aproximado);exato;3660,56;2600,0
3300704;Cabo Frio;RJ;CENTRO;2;93;602,7;3;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;JARDIM CAICARA;2;30;573,2;2;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;JARDIM EXCELSIOR;1;34;597,5;1;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;PARQUE BURLE;1;50;647,9;3;False;1;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;PARQUE RIVIERA;1;28;595,6;1;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;SÃO CRISTÓVÃO;1;25;601,4;1;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;UNAMAR;1;29;561,6;1;False;0;distrito (aproximado);exato;3293,47;1900,0
3300704;Cabo Frio;RJ;SAMBURÁ (TAMOIOS);1;11;539,5;1;False;0;distrito (aproximado);exato;2311,89;1500,0
3300704;Cabo Frio;RJ;UNAMAR (TAMOIOS);1;26;593,1;1;False;0;distrito (aproximado);exato;2311,89;1500,0
2602902;Cabo de Santo Agostinho;PE;PAIVA;1;31;631,0;1;False;1;bairro;exato;16309,62;12000,0
2602902;Cabo de Santo Agostinho;PE;CENTRO;4;167;557,3;4;True;0;bairro;exato;1734,27;1212,0
4303103;Cachoeirinha;RS;VILA BOM PRINCÍPIO;1;13;582,9;1;False;0;distrito (aproximado);exato;3034,93;2000,0
3201209;Cachoeiro de Itapemirim;ES;CENTRO;1;121;648,1;1;False;1;bairro;exato;5412,92;3500,0
3201209;Cachoeiro de Itapemirim;ES;INDEPENDÊNCIA;1;59;598,7;2;False;0;bairro;exato;4714,12;3000,0
3201209;Cachoeiro de Itapemirim;ES;BASILÉIA;1;39;616,1;1;False;0;bairro;exato;2443,85;2000,0
3201209;Cachoeiro de Itapemirim;ES;ALTO MONTE CRISTO;1;64;600,2;2;False;0;bairro;exato;2461,4;1800,0
2603454;Camaragibe;PE;ALDEIA DOS CAMARÁS;1;10;619,2;1;False;0;bairro;exato;7155,95;4000,0
2603454;Camaragibe;PE;BAIRRO NOVO DO CARMELO;3;79;559,9;4;True;0;bairro;exato;2051,28;1212,0
2603454;Camaragibe;PE;TIMBI;2;23;557,1;2;False;0;bairro;exato;1911,88;1212,0
2603454;Camaragibe;PE;VERA CRUZ;1;13;608,7;1;False;0;bairro;exato;1590,34;1212,0
2603454;Camaragibe;PE;VILA DA FÁBRICA;1;61;592,0;1;False;0;bairro;exato;1703,98;1212,0
2905701;Camaçari;BA;BOA UNIAO (ABRANTES);1;16;570,2;1;False;0;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;CATU DE ABRANTES;1;13;694,4;1;False;1;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;CENTRO;1;19;563,7;1;False;0;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;GLEBA B;2;30;582,3;2;False;0;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;GLEBA E;1;10;600,1;2;False;0;distrito (aproximado);exato;2399,38;1212,0
2905701;Camaçari;BA;PARQUE NASCENTE DO RIO CAPIVARA;1;72;606,8;1;False;0;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;PONTO CERTO;1;51;570,9;1;False;0;distrito (aproximado);exato;1923,87;1212,0
2905701;Camaçari;BA;VILA DE ABRANTES;1;43;579,6;2;False;0;distrito (aproximado);exato;2399,38;1212,0
4203204;Camboriú;SC;CENTRO;2;25;587,2;4;False;0;bairro;exato;3932,39;3000,0
4103701;Cambé;PR;CENTRO;1;49;578,3;1;False;0;distrito (aproximado);exato;2843,61;2000,0
2504009;Campina Grande;PB;JARDIM TAVARES;1;65;662,3;1;False;1;bairro;exato;6907,74;4000,0
2504009;Campina Grande;PB;CATOLÉ;1;14;633,2;2;False;0;bairro;exato;4944,0;3000,0
2504009;Campina Grande;PB;PRATA;1;79;585,6;1;False;0;bairro;exato;4369,13;2500,0
2504009;Campina Grande;PB;CRUZEIRO;2;30;567,2;2;False;0;bairro;exato;2546,94;1500,0
2504009;Campina Grande;PB;SANTO ANTÔNIO;1;18;615,2;2;False;0;bairro;exato;3180,66;1500,0
2504009;Campina Grande;PB;QUARENTA;1;27;589,7;1;False;0;bairro;exato;2488,99;1400,0
2504009;Campina Grande;PB;LIBERDADE;2;73;627,0;2;False;1;bairro;exato;2667,77;1290,0
2504009;Campina Grande;PB;BODOCONGO;1;14;578,8;1;False;0;bairro;exato;2111,98;1212,0
2504009;Campina Grande;PB;CENTRO;2;186;668,4;3;False;1;distrito (aproximado);exato;2662,32;1212,0
2504009;Campina Grande;PB;CONCEIÇÃO;1;13;621,4;1;False;0;bairro;exato;2665,42;1212,0
2504009;Campina Grande;PB;JOSÉ PINHEIRO;1;74;644,8;2;False;1;bairro;exato;1789,37;1212,0
2504009;Campina Grande;PB;MALVINAS;2;37;568,9;3;False;0;bairro;exato;1771,33;1212,0
2504009;Campina Grande;PB;SANTA CRUZ;1;62;624,5;1;False;0;bairro;exato;2185,04;1212,0
2504009;Campina Grande;PB;TRES IRMAS;1;54;616,9;1;False;0;bairro;exato;1951,39;1212,0
3509502;Campinas;SP;BARAO GERALDO;2;120;645,0;2;False;1;distrito (aproximado);exato;6891,19;4000,0
3509502;Campinas;SP;ARRUAMENTO FAIN JOSE FERES;1;51;632,5;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;BOSQUE;1;26;601,9;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;BOTAFOGO;1;16;700,1;1;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;CAMBUI;2;75;620,6;2;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;CENTRO;3;210;555,3;3;True;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;CHACARA PRIMAVERA;1;13;611,6;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;CHACARA SAO RAFAEL;1;20;581,9;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM APARECIDA;1;22;542,6;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM CHAPADAO;1;22;573,4;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM DOS OLIVEIRAS;1;12;605,3;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM GARCIA;1;117;567,6;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM GUANABARA;1;228;627,4;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM NOVO CAMPOS ELISEOS;2;65;592,2;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM PARAISO;1;24;639,3;2;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;JARDIM ROSANA SOUSAS;1;13;574,6;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;PARQUE DA HIPICA;1;60;658,6;1;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;PARQUE ITALIA;1;146;552,7;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;PARQUE RURAL FAZENDA SANTA CANDIDA;1;75;688,5;1;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;PARQUE TAQUARAL;2;60;588,7;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;SAO BERNARDO;1;14;567,7;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;TAQUARAL;1;183;676,9;1;False;1;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA ANHANGUERA;1;31;621,8;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA BRANDINA;1;66;628,8;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA INDUSTRIAL;2;141;602,6;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA JOAO JORGE;1;31;539,6;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA MIMOSA;2;43;554,9;2;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA PERSEU LEITE DE BARROS;1;11;571,8;1;False;0;distrito (aproximado);exato;5247,76;3000,0
3509502;Campinas;SP;VILA SAO BENTO;1;16;558,5;1;False;0;distrito (aproximado);exato;5247,76;3000,0
5002704;Campo Grande;MS;CHACARA CACHOEIRA;2;129;626,0;2;False;1;bairro;exato;12280,66;10000,0
5002704;Campo Grande;MS;JARDIM DOS ESTADOS;5;256;631,4;5;True;2;bairro;exato;14026,8;10000,0
5002704;Campo Grande;MS;SANTA FÉ;1;53;674,5;1;False;1;bairro;exato;12389,92;9000,0
5002704;Campo Grande;MS;CENTRO;5;311;592,8;6;True;0;bairro;exato;9473,16;6000,0
5002704;Campo Grande;MS;SOBRINHO;1;17;586,5;1;False;0;bairro;exato;4957,68;3500,0
5002704;Campo Grande;MS;AMAMBAÍ;1;37;590,6;1;False;0;bairro;exato;5245,55;3001,0
5002704;Campo Grande;MS;MONTE CASTELO;6;355;618,8;8;True;1;bairro;exato;4130,72;3000,0
5002704;Campo Grande;MS;JARDIM PAULISTA;2;69;606,6;2;False;0;bairro;exato;3824,45;2500,0
5002704;Campo Grande;MS;JARDIM IMA;1;18;553,6;2;False;0;distrito (aproximado);exato;3834,91;2000,0
5002704;Campo Grande;MS;JARDIM LEBLON;1;53;562,1;1;False;0;distrito (aproximado);exato;3834,91;2000,0
5002704;Campo Grande;MS;VILA ALBA;1;14;666,9;1;False;1;distrito (aproximado);exato;3834,91;2000,0
5002704;Campo Grande;MS;VILA TAVEIRPOLIS;1;77;633,4;1;False;1;distrito (aproximado);exato;3834,91;2000,0
5002704;Campo Grande;MS;COOPHAVILA II;1;12;602,0;1;False;0;bairro;exato;2481,06;1850,0
4104204;Campo Largo;PR;CENTRO;1;34;576,9;2;False;0;distrito (aproximado);exato;3218,8;2500,0
4104204;Campo Largo;PR;VILA ELIZABETH;1;18;586,5;2;False;0;distrito (aproximado);exato;3218,8;2500,0
3301009;Campos dos Goytacazes;RJ;PARQUE TAMANDARÉ;1;17;624,8;1;False;1;bairro;exato;7707,8;5000,0
3301009;Campos dos Goytacazes;RJ;CENTRO;7;403;617,3;7;True;2;bairro;exato;5368,88;3600,0
3301009;Campos dos Goytacazes;RJ;PARQUE ROSÁRIO;1;20;603,3;2;False;0;bairro;exato;4289,36;2500,0
3301009;Campos dos Goytacazes;RJ;PARQUE TURF CLUB;2;34;607,3;2;False;0;bairro;exato;3767,69;2500,0
3301009;Campos dos Goytacazes;RJ;PARQUE LEOPOLDINA;1;79;652,1;2;False;1;bairro;exato;3436,39;2200,0
3301009;Campos dos Goytacazes;RJ;PARQUE FAZENDINHA;1;19;568,9;1;False;0;bairro;exato;3243,49;2100,0
3301009;Campos dos Goytacazes;RJ;PARQUE SANTO ANTÔNIO;1;24;600,5;1;False;0;bairro;exato;2114,56;1400,0
4304606;Canoas;RS;MARECHAL RONDON;2;78;570,2;5;False;0;bairro;exato;8841,31;6000,0
4304606;Canoas;RS;CENTRO;4;223;631,8;5;True;3;bairro;exato;6838,55;5000,0
4304606;Canoas;RS;NITEROI;1;47;612,5;1;False;0;bairro;exato;2725,6;2000,0
3510500;Caraguatatuba;SP;CENTRO;2;57;589,6;3;False;0;distrito (aproximado);exato;3592,99;2200,0
3510500;Caraguatatuba;SP;INDAIA;1;44;640,5;1;False;0;distrito (aproximado);exato;3592,99;2200,0
3510500;Caraguatatuba;SP;SUMARE;3;36;562,6;4;True;0;distrito (aproximado);exato;3592,99;2200,0
3510609;Carapicuíba;SP;CENTRO;1;63;555,9;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;CHACARA SAO JOAO;1;40;678,3;1;False;1;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;JARDIM DAS BELEZAS;1;10;569,4;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;VILA FREITAS;1;18;532,1;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;VILA GUSTAVO CORREIA;1;42;567,7;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;VILA SANTA LUCIA;1;10;526,8;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3510609;Carapicuíba;SP;VILA SILVIANIA;1;22;565,6;1;False;0;distrito (aproximado);exato;2562,68;2000,0
3201308;Cariacica;ES;CAMPO GRANDE;1;48;630,4;1;False;1;bairro;exato;3660,45;2600,0
