nome_escola,codigo_municipio,pib_per_capita,quantidade_salas,score_potencial
CENTRO DE EDUCACAO INFANTIL ARVORE DO SABER,3205309,87520.35,5.0,0.7427
COLEGIO SHALLON - UNIDADE I,5208707,52722.02,11.0,0.7427
CENTRO DE ENSINO SAO JOSE,5208707,52722.02,11.0,0.7427
ESCOLA INFANTIL FLOR CRESCENTE LTDA,5208707,52722.02,11.0,0.7427
COLEGIO INTELECTUAL INTEGRAL LTDA,5208707,52722.02,11.0,0.7427
COLEGIO SHALLON - UNIDADE II,5208707,52722.02,11.0,0.7427
SENAC - CENTRO EDUCACAO PROFISSIONAL CORA CORALINA,5208707,52722.02,11.0,0.7427
ESCOLA RODA VIVA,5208707,52722.02,11.0,0.7427
ESCOLA GOVENADOR JOAQUIM SOBROSA,5208707,52722.02,11.0,0.7427
ESCOLA MONTEIRO LOBATO,5208707,52722.02,11.0,0.7427
ESCOLA POLIGONAL LTDA,5208707,52722.02,11.0,0.7427
ESCOLA SILVIA BUENO - ESB,5208707,52722.02,11.0,0.7427
ESCOLA DOMINIUM,5208707,52722.02,11.0,0.7427
COMUNIDADE EDUCACIONAL O PEQUENO PRINCIPE LTDA,5208707,52722.02,11.0,0.7427
ESCOLA KINGDOM MARISTA,5208707,52722.02,11.0,0.7427
KINGS SCHOOL,5208707,52722.02,11.0,0.7427
COLEGIO GENIOS UNIDADE II,5208707,52722.02,11.0,0.7427
ESCOLA ESTRELINHA MAGICA,5208707,52722.02,11.0,0.7427
ESCOLA VIVENCIAR,5208707,52722.02,11.0,0.7427
ESCOLA MENTES BRILHANTES,5208707,52722.02,11.0,0.7427
ESCOLA MONTEIRO LOBATO,5208707,52722.02,11.0,0.7427
SIDARTA COLEGIO,3513009,69460.17,21.0,0.7424
CETEC CENTRO EDUCACIONAL E TECNICO ARARAQUARA,3503208,60643.28,23.0,0.7424
COLEGIO PRESBITERIANO MACKENZIE PALMAS,1721000,46808.2,22.0,0.7423
COLEGIO EXPANDE,3552205,81273.66,19.0,0.7421
COLEGIO DA POLICIA MILITAR UNIDADE SOROCABA,3552205,81273.66,19.0,0.7421
CISBC OBJETIVO CENTRO INTEGRADO DE EDUCACAO,3548708,88766.77,14.0,0.7418
COMPANHIA DO SABER COLEGIO,3548708,88766.77,14.0,0.7418
INTEGRACAO ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,3548708,88766.77,14.0,0.7418
COLEGIO T C ATHENA,3506003,54477.06,18.0,0.7418
CRIARTE ESCOLA EDUC INFANTIL E DE ENSINO FUNDAMENTAL,3506003,54477.06,18.0,0.7418
PORTINARI SALVADOR,2927408,31724.15,29.0,0.7417
COLEGIO GGE,2507507,34106.06,68.0,0.7415
CENTRO PESSOENSE DE EDUCACAO LTDA - AMBIENTAL,2507507,34106.06,66.0,0.7414
ESCOLA DO ENSINO FUNDAMENTAL SANTA FE,2800308,36983.19,15.0,0.7413
CENTRO DE ESTUDOS SANTA ANNA,2800308,36983.19,15.0,0.7413
COLEGIO CELEBRIDADES LTDA ME,2800308,36983.19,15.0,0.7413
COLEGIO PRO-MUNDO LTDA EPP MATRIZ,2800308,36983.19,15.0,0.7413
CENTRO EDUCACIONAL SAO JOAQUIM,2800308,36983.19,15.0,0.7413
CENTRO EDUCACIONAL FUTURO FELIZ LTDA,2800308,36983.19,15.0,0.7413
COLEGIO OMEGA,2800308,36983.19,15.0,0.7413
COLEGIO SANTOS DUMONT,2800308,36983.19,15.0,0.7413
COLEGIO MILLENNIUM,2800308,36983.19,15.0,0.7413
COLEGIO INTELLECTUS,2800308,36983.19,15.0,0.7413
KIDS PLACE EDUCACAO INFANTIL,3505708,226391.22,16.0,0.7412
BRAGA MELLO COLEGIO,3541406,51480.93,22.0,0.7411
BRAGA MELLO CENTRO EDUCACIONAL,3541406,51480.93,22.0,0.7411
ATOMO ESCOLA,3541406,51480.93,22.0,0.7411
ISO COLEGIO E CURSOS,2507507,34106.06,60.0,0.7411
COLEGIO MOTIVA ORIENTAL - CENTRO PESSOENSE DE EDUCACAO - JP FILIAL,2507507,34106.06,60.0,0.7411
NUCLEO DE EDUCACAO TALITA MARCIA,3106200,56227.29,6.0,0.741
CIA DA CRIANCA,3106200,56227.29,6.0,0.741
SISTEMA ENSINO PEDACINHO DO CEU,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL PLANALTO,3106200,56227.29,6.0,0.741
MORIA SIST CRISTAO DE ENSINO,3106200,56227.29,6.0,0.741
JASMIM C DE ARTE E EDUCACAO,3106200,56227.29,6.0,0.741
ESCOLA CASTELO MAGICO,3106200,56227.29,6.0,0.741
CRECHE TIA CANDINHA,3106200,56227.29,6.0,0.741
COLEGIO CRISTAO SEDAF,3106200,56227.29,6.0,0.741
INSTITUTO CHARLES PERRAULT,3106200,56227.29,6.0,0.741
NUCLEO PEDAGOGICO PASSO A PASSO,3106200,56227.29,6.0,0.741
RECRIANCA ESPACO INFANTIL,3106200,56227.29,6.0,0.741
INST EDUC PIMENTINHA,3106200,56227.29,6.0,0.741
CANGURU CENTRO DE EDUCACAO INFANTIL,3106200,56227.29,6.0,0.741
COLEGIO DIMENSAO,3106200,56227.29,6.0,0.741
COL CHROMOS CENTRO,3106200,56227.29,6.0,0.741
NUCLEO ESPECIALIZADO PARA INFANCIA - NEPI,3106200,56227.29,6.0,0.741
CENTRO EDUCACIONAL FACULDADE INFANTIL,3106200,56227.29,6.0,0.741
INSTITUTO PEDAGOGICO PIU PIU,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL COPACABANA,3106200,56227.29,6.0,0.741
CEDEC - CENTRO DE EDUCACAO E DESENVOLVIMENTO DA CRIANCA,3106200,56227.29,6.0,0.741
INST EDUC APRENDER,3106200,56227.29,6.0,0.741
CRECHE NOSSA SENHORA DAS NEVES,3106200,56227.29,6.0,0.741
INST EDUC SONHO INFANTIL,3106200,56227.29,6.0,0.741
INSTITUTO PINGO DE LUZ,3106200,56227.29,6.0,0.741
C EDUC CIA DO VERDE,3106200,56227.29,6.0,0.741
COLEGUIUM,3106200,56227.29,6.0,0.741
CRECHE SANTA SOFIA,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL GIONI DE AGUIAR,3106200,56227.29,6.0,0.741
INSTITUTO PEDAGOGICO EDUCARTE,3106200,56227.29,6.0,0.741
ESCOLA PEDACINHO DE GENTE,3106200,56227.29,6.0,0.741
INSTITUTO CRISTAO ARCA DA ALIANCA,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL ALBERT EINSTEIN,3106200,56227.29,6.0,0.741
MUNDO CRIANCA,3106200,56227.29,6.0,0.741
ESCOLA MIRI PIRI BRASIL,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL ANNI,3106200,56227.29,6.0,0.741
JD INF FAZENDINHA ENCANTADA,3106200,56227.29,6.0,0.741
INSTITUTO DE EDUCACAO MONTEIRO LOBATO,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL URSINHO PIMPA0,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL EDEL QUINN,3106200,56227.29,6.0,0.741
CRECHE CASINHA ABELHA ZUMZUM,3106200,56227.29,6.0,0.741
INST INF CONSTRUINDO A VIDA,3106200,56227.29,6.0,0.741
SISTEMA DE ENS MUNDO DO SABER,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL BEABA LTDA,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL CRESCER E APRENDER,3106200,56227.29,6.0,0.741
MIUDINHOS CENTRO DE EDUCACAO INFANTIL,3106200,56227.29,6.0,0.741
ESCOLA CASTELINHO ENCANTADO,3106200,56227.29,6.0,0.741
INSTITUTO ABACO,3106200,56227.29,6.0,0.741
ESCOLA CASINHA AMARELA,3106200,56227.29,6.0,0.741
CENTRO COMUNITARIO DE EDUCACAO INFANTIL INSTITUTO TIA LUCIA,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL PERNALONGA- CEDEF,3106200,56227.29,6.0,0.741
INST EDUC ARCA DOS SONHOS,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL COLORE,3106200,56227.29,6.0,0.741
CRECHE DAS ROSINHAS,3106200,56227.29,6.0,0.741
CRECHE COMUNITARIA NOSSA SENHORA DO CARMO,3106200,56227.29,6.0,0.741
CRECHE GRAZIA BARRECA CASTAGNA,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL AQUARELA MAGICA,3106200,56227.29,6.0,0.741
CRECHE LAR DAS CRIANCAS SAO VICENTE DE PAULO,3106200,56227.29,6.0,0.741
CERES - CENTRO EDUCACIONAL REINO DO SABER,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL CAMINHO DO SABER,3106200,56227.29,6.0,0.741
INSTITUTO CRESCER ESTRELA DA MANHA,3106200,56227.29,6.0,0.741
ESCOLA TRAMPOLIM,3106200,56227.29,6.0,0.741
CENTRO EDUCACIONAL FUTURO ENSINANDO - CEFEN,3106200,56227.29,6.0,0.741
ESCOLA CRISTA DA POMPEIA,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL GETSEMANI,3106200,56227.29,6.0,0.741
COLEGIO SANTA MARIA MINAS - UNIDADE SAO GABRIEL,3106200,56227.29,6.0,0.741
NUCLEO EDUCACIONAL CRESCER E LAPIS DE COR,3106200,56227.29,6.0,0.741
INSTITUTO EDUCACIONAL RISQUE E RABISQUE,3106200,56227.29,6.0,0.741
CRECHE PADRE EUSTAQUIO - UNIDADE II,3106200,56227.29,6.0,0.741
ESC INF VOVO NENEM,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL VOVO ZILAH,3106200,56227.29,6.0,0.741
COLEGIO MIRTES BARBOSA,3106200,56227.29,6.0,0.741
ESCOLA INFANTIL PEQUETITOS,3106200,56227.29,6.0,0.741
CENTRO EDUCACIONAL ARTE E CRIANCA LTDA,3106200,56227.29,6.0,0.741
IEDAM,3106200,56227.29,6.0,0.741
CDF COLEGIO E CURSO,2408102,41477.5,17.0,0.7409
JFC - EXPANSIVO COLEGIO E CURSO,2408102,41477.5,17.0,0.7409
COMPLEXO EDUCACIONAL CONTEMPORANEO,2408102,41477.5,17.0,0.7409
INSTITUTO EDUCACIONAL CASA ESCOLA,2408102,41477.5,17.0,0.7409
COLEGIO PORTO,2408102,41477.5,17.0,0.7409
ESCOLA CECA EDUC INF ENS FUND,4113700,50362.05,13.0,0.7408
VALLEY INTERNATIONAL SCHOOL,4208203,182522.93,21.0,0.7407
ESC LUT COM DE ENS FUND DR MARTINHO LUTERO,4304606,83895.04,23.0,0.7407
MUNDO FELIZ NUCLEO DE RECREACAO INFANTIL,3548500,73963.51,5.0,0.7407
NOSSA SENHORA DAS GRACAS CRECHE E PRE ESCOLA,3548500,73963.51,5.0,0.7407
FENIX ESCOLA DE EDUCACAO INFANTIL,3548500,73963.51,5.0,0.7407
COLEGIO FORMANDO LIDERANCAS POSITIVUS,3548500,73963.51,5.0,0.7407
ESCOLA DE EDUCACAO INFANTIL CANTOS E ENCANTOS,3548500,73963.51,5.0,0.7407
PRIMEIROS TRACOS ESCOLA DE EDUCACAO INFANTIL,3548500,73963.51,5.0,0.7407
ESCOLA VERDE QUE TE QUERO VERDE,3548500,73963.51,5.0,0.7407
SEMEANDO NUCLEO DE RECREACAO INFANTIL,3548500,73963.51,5.0,0.7407
OWP EDUCACAO,3548500,73963.51,5.0,0.7407
ANGELUS DOMUS COLEGIO,3548500,73963.51,5.0,0.7407
JARDIM DO GARIBALDO ESCOLA DE EDUCACAO INFANTIL,3548500,73963.51,5.0,0.7407
ATENEU BRASILIA COLEGIO,3548500,73963.51,5.0,0.7407
PORTO SANTISTA UNIDADE I COLEGIO,3548500,73963.51,5.0,0.7407
BRINCANDO SERIO NUCLEO DE RECREACAO INFANTIL,3548500,73963.51,5.0,0.7407
AQUARELA ENSINO FUNDAMENTAL,3548500,73963.51,5.0,0.7407
SERVICO SOCIAL DO COMERCIO,4209102,80828.33,20.0,0.7405
ESCOLA INFANTIL CONVIVER,2611606,44563.38,12.0,0.7405
COLEGIO SANTA LUISA DE MARILLAC,2611606,44563.38,12.0,0.7405
COLEGIO ISRAELITA MOYSES CHVARTS,2611606,44563.38,12.0,0.7405
INSTITUTO EDUCACIONAL JOAO DE DEUS,2611606,44563.38,12.0,0.7405
EDUCANDARIO NOSSA SENHORA APARECIDA,2611606,44563.38,12.0,0.7405
EDUCANDARIO CLAUDIA LIMA LTDA,2611606,44563.38,12.0,0.7405
INSTITUTO EVANGELICO RENASCER,2611606,44563.38,12.0,0.7405
ESCOLA CORACAO DE ESTUDANTE,2611606,44563.38,12.0,0.7405
EDUCANDARIO ANA LUCIA,2611606,44563.38,12.0,0.7405
ESCOLA EVANGELICA GIDEAO,2611606,44563.38,12.0,0.7405
ESCOLA DESPERTAR - UNIDADE I,2611606,44563.38,12.0,0.7405
ESCOLA CECILIA MEIRELES,2611606,44563.38,12.0,0.7405
INSTITUTO RAQUEL DE QUEIROZ,2611606,44563.38,12.0,0.7405
ESCOLA SABOR DA INFANCIA,2611606,44563.38,12.0,0.7405
EDUCANDARIO TANIA BEZERRA,2611606,44563.38,12.0,0.7405
ESCOLA MODERNA NOSSA SENHORA DO LORETO,2611606,44563.38,12.0,0.7405
ESCOLA MONSENHOR VIANA LTDA,2611606,44563.38,12.0,0.7405
CENTRO EDUCACIONAL ANA NERY,2611606,44563.38,12.0,0.7405
INSTITUTO AYLLTON SANTOS,2611606,44563.38,12.0,0.7405
SESI IBURA,2611606,44563.38,12.0,0.7405
W D CENTRO EDUCACIONAL LTDA,2611606,44563.38,12.0,0.7405
ESCOLA NOSSA SENHORA DAS DORES,2611606,44563.38,12.0,0.7405
COLEGIO GREMIO EDUCATIVO,2611606,44563.38,12.0,0.7405
COLEGIO E CURSO MICKEYLANDIA,2611606,44563.38,12.0,0.7405
ESCOLA ESPACO ALEGRE LTDA,2611606,44563.38,12.0,0.7405
COLEGIO SABER FAZER LTDA ME,2611606,44563.38,12.0,0.7405
MORAES COLEGIO,3501608,74188.86,16.0,0.7404
COLEGIO SAO LAZARO,2927408,31724.15,28.0,0.7404
EMPREENDIMENTOS EDUCACIONAIS ALAMAR LTDA,2927408,31724.15,28.0,0.7404
CENTRO EDUCACIONAL SAO RAFAEL,2927408,31724.15,28.0,0.7404
UNIDADE SESI PIATA,2927408,31724.15,28.0,0.7404
INST DE EDUC CORACAO DE MARIA LTDA,2507507,34106.06,50.0,0.7398
TALES DE MILETO COLEGIO,3538709,104770.09,19.0,0.7396
COLEGIO E CURSO EVOLUCAO,2507507,34106.06,49.0,0.7394
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - CEP - PALMAS,1721000,46808.2,21.0,0.7393
COLEGIO ULBRA PALMAS,1721000,46808.2,21.0,0.7393
COLEGIO PIO XI,2507507,34106.06,48.0,0.7393
SAO CARLOS INSTITUTO EDUCACIONAL ENSINO FUNDAMENTAL,3548906,72146.03,15.0,0.739
PAULISTA DE ESTUDOS AGROPECUARIOS CENTRO,3548906,72146.03,15.0,0.739
COLEGIO PLANETA,3548906,72146.03,15.0,0.739
SESI 407 CENTRO EDUCACIONAL,3548906,72146.03,15.0,0.739
COLEGIO FLAMBOYANTS LTDA,2927408,31724.15,27.0,0.739
COLEGIO AUGUSTO COMTE,2927408,31724.15,27.0,0.739
ESCOLA PONTO ALTO,2927408,31724.15,27.0,0.739
ISO COLEGIO E CURSOS - UNIDADE SUL,2507507,34106.06,46.0,0.7389
PRIM ART - C E I,4115200,67903.99,11.0,0.7386
ESCOLA PEQUENO APRENDIZ LTDA,4115200,67903.99,11.0,0.7386
O BOM PASTOR E EF,4115200,67903.99,11.0,0.7386
ANGELUS CENTRO DE EDUCACAO INFANTIL,4115200,67903.99,11.0,0.7386
ESCOLA ADVENTISTA DE MARINGA - ZONA 7 - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,4115200,67903.99,11.0,0.7386
COLEGIO ALFA TESLA - ENSINO FUNDAMENTAL E MEDIO,4115200,67903.99,11.0,0.7386
COLEGIO GABARITO,3170206,71598.38,37.0,0.7385
COLEGIO GABARITO CANOAS,4304606,83895.04,22.0,0.7381
COL LS,3137601,37599.05,19.0,0.7381
COLEGIO MARISTA PIO X,2507507,34106.06,43.0,0.7381
COLEGIO VILA LTDA,2507507,34106.06,43.0,0.7381
EEFM BATISTA CRISTO E A VIDA,4313409,52434.84,21.0,0.738
COLEGIO PORTAL,5103403,59997.13,14.0,0.7379
COLEGIO WALDORF BRASILIS,5103403,59997.13,14.0,0.7379
EDUCANDARIO ESPACO DO SABER - UNIDADE 1,5103403,59997.13,14.0,0.7379
COLEGIO ISAAC NEWTON - CIN ITA MEDICINA,5103403,59997.13,14.0,0.7379
PAINEIRA ESCOLA WALDORF,3136702,43035.36,16.0,0.7379
ARMILINDA LOCATELLI DE MACEDO CEDIN,3549904,88077.14,13.0,0.7377
ZILDA ARNS NEUMANN DRA CEDIN,3549904,88077.14,13.0,0.7377
AMALIA BONDESAN DOS SANTOS CEDIN,3549904,88077.14,13.0,0.7377
ASTER COLEGIO,3549904,88077.14,13.0,0.7377
JOANA MATTAR DE OLIVEIRA CEDIN,3549904,88077.14,13.0,0.7377
DESPERTAR ESCOLA DE EDUCACAO INFANTIL E FUNDDAMENTAL,3549904,88077.14,13.0,0.7377
ECCOS COLEGIO,3549904,88077.14,13.0,0.7377
DIMEIA MARIA FERREIRA DINIZ ENDO PROFA CEDIN,3549904,88077.14,13.0,0.7377
MARIA DE LOURDES CONSTANTINO PROFA CEDIN,3549904,88077.14,13.0,0.7377
PRESBITERIANA ESCOLA DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL,3549904,88077.14,13.0,0.7377
ANA MARIA DE ARRUDA PEREIRA PROFA CEDIN,3549904,88077.14,13.0,0.7377
COLEGIO RAMO DA VIDEIRA,2927408,31724.15,26.0,0.7375
MAPJC ENSINO MEDIO LTDA,2927408,31724.15,26.0,0.7375
COLEGIO AZ JOAO PESSOA,2507507,34106.06,41.0,0.7374
SENAI - CENTRO DE EDUCACAO PROFISSIONAL ODILON RIBEIRO COUTINHO,2507507,34106.06,40.0,0.7369
CENTRO EDUCACIONAL BRINCANDO DE ESCOLINHA,4208203,182522.93,20.0,0.7368
COLEGIO UNIFICADO,4208203,182522.93,20.0,0.7368
FRANCISCO LOGATTI DR COLEGIO TECNICO,3503208,60643.28,21.0,0.7368
ESCOLA GATO DE BOTAS-DRUMMOND,3170206,71598.38,34.0,0.7366
SISTEMA INTEGRADO DE ENSINO SUPERACAO,4208302,50035.95,14.0,0.7366
REMBRANDT COC,3506003,54477.06,17.0,0.7364
ESCOLA QUERUBIM LTDA,4209102,80828.33,19.0,0.7363
COLEGIO LOGOSOFICO GONZALEZ PECOTCHE,4204202,69153.54,21.0,0.7359
COLEGIO OFICINA,2927408,31724.15,25.0,0.7358
ACBEU MAPLE BEAR CANADIAN SCHOOL,2927408,31724.15,25.0,0.7358
COLEGIO MEDITERRANEO,2927408,31724.15,25.0,0.7358
SETE SERVICOS EMPRESARIAIS TRABALHO EDUCACAO LTDAME,2927408,31724.15,25.0,0.7358
UNIDADE SESI ITAPAGIPE,2927408,31724.15,25.0,0.7358
EEI MB CAXIAS LTDA,4305108,81683.97,15.0,0.7357
ATIBAIA CENTRO DE ESTUDOS APLICADOS,3504107,59418.61,15.0,0.7357
SAO PAULO COLEGIO EDUC INF ENS FUND E MEDIO,3504107,59418.61,15.0,0.7357
COLEGIO POPULUS ATIBAIA,3504107,59418.61,15.0,0.7357
POPULUS COLEGIO,3504107,59418.61,15.0,0.7357
AQUARELA ESCOLA EDUCACAO INFANTIL,3538709,104770.09,18.0,0.7353
MARIO HENRIQUE SIMONSEN ESCOLA SENAI,3538709,104770.09,18.0,0.7353
WALDORF NOVALIS ESCOLA,3538709,104770.09,18.0,0.7353
ELITE MACE,5002704,47065.77,56.0,0.7353
INSTITUTO TOCANTINENSE DE EDUCACAO SUPERIOR E PESQUISA LTDA,1721000,46808.2,20.0,0.7353
UPERIMM INSTITUTO DE ENSINO LTDA,1721000,46808.2,20.0,0.7353
SENAI- SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,1721000,46808.2,20.0,0.7353
COLEGIO DA IMACULADA,4304606,83895.04,21.0,0.7351
COLEGIO ADVENTISTA CAMPO-GRANDENSE,5002704,47065.77,54.0,0.7351
COLEGIO RESSURREICAO NOSSA SENHORA,3170206,71598.38,32.0,0.7349
CENTRO EDUCACIONAL ANITA,4216602,57623.86,14.0,0.7349
CENTRO DE EDUCACAO PRIMEIROS DEGRAUS,4216602,57623.86,14.0,0.7349
COLEGIO ALFA CAMPINAS EI EF,4216602,57623.86,14.0,0.7349
CENTRO EDUCACIONAL MARIA MONTESSORI,4216602,57623.86,14.0,0.7349
CENTRO EDUC NS DE LOURDES,4216602,57623.86,14.0,0.7349
ASSUNCAO COLEGIO,3547809,49312.88,11.0,0.7347
COLEGIO ARTUR DE QUEIROS UNIDADE II,3547809,49312.88,11.0,0.7347
SESI 094 CENTRO EDUCACIONAL,3547809,49312.88,11.0,0.7347
ESCOLA DE EDUCACAO INFANTIL ROMANO EDUCACIONAL,3547809,49312.88,11.0,0.7347
DOM BOSCO COLEGIO,3547809,49312.88,11.0,0.7347
SIMONE RIBEIRO COLEGIO,3547809,49312.88,11.0,0.7347
COLEGIO ABC SANTO ANDRE,3547809,49312.88,11.0,0.7347
ARTUR DE QUEIROS CENTRO EDUCACIONAL,3547809,49312.88,11.0,0.7347
CAMINHAR COLEGIO,3547809,49312.88,11.0,0.7347
STOQUINHO ESCOLA DE EDUCACAO INFANTIL,3547809,49312.88,11.0,0.7347
INTERATIVO COLEGIO,3549805,54934.44,13.0,0.7345
COLEGIO CONOSCENZA,3549805,54934.44,13.0,0.7345
JEAN PIAGET ESCOLA DE EI E EF,3549805,54934.44,13.0,0.7345
ESCOLA PEQUETITOS,3549805,54934.44,13.0,0.7345
LONDON COLEGIO,3549805,54934.44,13.0,0.7345
CERP COLEGIO,3549805,54934.44,13.0,0.7345
RECRIANCA BRINCAR E EDUCAR ESCOLA DE EDUCACAO INFANTIL,3549805,54934.44,13.0,0.7345
OBJETIVO JUNIOR COLEGIO,3523404,84936.81,17.0,0.7344
COLEGIO MADRE TEREZA,3523404,84936.81,17.0,0.7344
SARTRE ESCOLA SEB - MONET,2919207,43861.88,80.0,0.7343
MONTE SINAI ESCOLA DE EDUCACAO INFANTIL,3513009,69460.17,19.0,0.7342
COLEGIO OBJETIVO DE NATAL,2408102,41477.5,16.0,0.7342
COLEGIO EXITO,2408102,41477.5,16.0,0.7342
COMPLEXO EDUCACIONAL CONTEMPORANEO,2408102,41477.5,16.0,0.7342
MUNDIAL COLEGIO E CURSO LTDA,2408102,41477.5,16.0,0.7342
CENTRO EDUCACIONAL SANTO AGOSTINHO,2408102,41477.5,16.0,0.7342
COMPLEXO EDUCACIONAL CONTEMPORANEO,2408102,41477.5,16.0,0.7342
COLEGIO TALENTO,2408102,41477.5,16.0,0.7342
MUNDIAL COLEGIO E CURSO ED INF E ENS FUNDAMENTAL,2408102,41477.5,16.0,0.7342
CENTRO EDUCACIONAL MASTER,2408102,41477.5,16.0,0.7342
ESC EDUC PROF SENAC - LAJEADO,4311403,72137.22,14.0,0.7341
SANTATEC - ESCOLA DE EDUCACAO PROFISSIONAL,4313409,52434.84,20.0,0.7341
ESCOLA SESI ANTONIO SCALON,3541406,51480.93,20.0,0.7341
COLEGIO JP,3541406,51480.93,20.0,0.7341
ESCOLA CONCEPT,2927408,31724.15,24.0,0.7336
ESCOLA MEDALHA MILAGROSA,2927408,31724.15,24.0,0.7336
ESCOLA CLUBINHO DAS LETRAS,2927408,31724.15,24.0,0.7336
SENAC - SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,2927408,31724.15,24.0,0.7336
COLEGIO MODULO,2927408,31724.15,24.0,0.7336
ESCOLA DE EDUCACAO INFANTIL PROJETO CRESCER,4314902,78586.94,5.0,0.7335
EEI TERRITORIOS DO APRENDER,4314902,78586.94,5.0,0.7335
5121 IEI NSA SRA APARECIDA IPANEMA,4314902,78586.94,5.0,0.7335
EEI TARTARUGUINHA VERDE IV,4314902,78586.94,5.0,0.7335
5231 EEI PIMPONETA,4314902,78586.94,5.0,0.7335
EEI PAMPEANO,4314902,78586.94,5.0,0.7335
5116 IEI COLORINDO MEU DIA,4314902,78586.94,5.0,0.7335
5030 EEI TRES CORACOES,4314902,78586.94,5.0,0.7335
5063 IEI NOSSA SENHORA APARECIDA -VILA PINHAL,4314902,78586.94,5.0,0.7335
EEI CARROSSEL,4314902,78586.94,5.0,0.7335
5248 ECEI SANTA BARBARA,4314902,78586.94,5.0,0.7335
5155 IEI RENOVAR DA ESPERANCA,4314902,78586.94,5.0,0.7335
ESCOLA DE EDUCACAO INFANTIL TURMA DO PIU-PIU,4314902,78586.94,5.0,0.7335
5128 IEI TIA HELENA,4314902,78586.94,5.0,0.7335
ESCOLA DE EDUCACAO INFANTIL CARAMELADA,4314902,78586.94,5.0,0.7335
ESC EDUC INF NOVA GERACAO,4314902,78586.94,5.0,0.7335
CRECHE ANJINHO DO SABER,4314902,78586.94,5.0,0.7335
5158 IEI ESCOLA DA VIDA,4314902,78586.94,5.0,0.7335
5127 EEI VILA GAUCHA,4314902,78586.94,5.0,0.7335
EEI SITIO PARAISO,4314902,78586.94,5.0,0.7335
5185 EEI SAO MARCOS,4314902,78586.94,5.0,0.7335
ESCOLA DE EDUCACAO INFANTIL CRIANCA VIDA,4314902,78586.94,5.0,0.7335
FILHOTINHO CENTRO DE EDUCACAO INFANTIL LTDA,4314902,78586.94,5.0,0.7335
5034 IEI ALAN BOM JESUS,4314902,78586.94,5.0,0.7335
ESCOLA DE EDUCACAO INFANTIL RISCOS E RABISCOS,4314902,78586.94,5.0,0.7335
BOLA E BAMBOLE LTDA,4314902,78586.94,5.0,0.7335
5213 IEI PATATI PATATA,4314902,78586.94,5.0,0.7335
5059 EEI ACOMUR,4314902,78586.94,5.0,0.7335
5223 IEI SANTA TERESINHA,4314902,78586.94,5.0,0.7335
ESCOLA DE EDUCACAO INFANTIL ESCOLINHA DA VOVO,4314902,78586.94,5.0,0.7335
5152 IEI PEQUENO PRINCIPE,4314902,78586.94,5.0,0.7335
5202 EEI GIRASSOL LAMI,4314902,78586.94,5.0,0.7335
EEI AMIGUINHOS DO CRISTAL,4314902,78586.94,5.0,0.7335
EEI GIRASSOL,4314902,78586.94,5.0,0.7335
CRECHE E BERCARIO GIORDANO BRUNO,4314902,78586.94,5.0,0.7335
5032 IEI JERUSALEM BEITH SHALOM,4314902,78586.94,5.0,0.7335
EEI CANTINHO DA CRIANCA,4314902,78586.94,5.0,0.7335
BIZUCA ESCOLA DE EDUCACAO INFANTIL,4314902,78586.94,5.0,0.7335
5186 EEI CANTINHO ENCANTADO,4314902,78586.94,5.0,0.7335
5189 IEI CORACAO VALENTE,4314902,78586.94,5.0,0.7335
ESCOLA INFANTIL VIVER E CONVIVER,4314902,78586.94,5.0,0.7335
5053 IEI BALAO MAGICO,4314902,78586.94,5.0,0.7335
5106 EEI NOVA SANTA RITA,4314902,78586.94,5.0,0.7335
5077 EEI NOSSA SENHORA DE NAZARE-DOM ORIONE,4314902,78586.94,5.0,0.7335
CENTRO DE FORMACAO PROFISSIONAL SENAI PORTO ALEGRE,4314902,78586.94,5.0,0.7335
EEI CRESCER E SABER,4314902,78586.94,5.0,0.7335
POLO EDUCACIONAL,4314902,78586.94,5.0,0.7335
5160 EEI ANJINHOS DE CRISTAL,4314902,78586.94,5.0,0.7335
5149 EEI EGIDIO PICCOLI,4314902,78586.94,5.0,0.7335
