nome_escola,codigo_municipio,pib_per_capita,quantidade_salas,score_potencial
COLEGIO PENSI MARTINS - VILA ISABEL,3304557,67371.97,12.0,0.7789
CENTRO EDUCACIONAL MIGUEL CERVANTES,3304557,67371.97,12.0,0.7789
CRECHE TIJOLINHO LTDA ME,3304557,67371.97,12.0,0.7789
COLEGIO PALAS,3304557,67371.97,12.0,0.7789
CENTRO EDUC LEONARDO MONTEIRO,3304557,67371.97,12.0,0.7789
COL PINHEIRO GUIMARAES,3304557,67371.97,12.0,0.7789
JD ESC PRIMEIROS SONHOS,3304557,67371.97,12.0,0.7789
ESC COM DO PARQUE ESTORIL,3304557,67371.97,12.0,0.7789
ESCOLA SESI MARACANA,3304557,67371.97,12.0,0.7789
COLEGIO CLAPAREDE - COLEGIO PINHEIRO GUIMARAES E ESCOLA PINHEIRO JUNIOR,3304557,67371.97,12.0,0.7789
ESCOLA CANADENSE DE NATAL,2408102,41477.5,33.0,0.7789
COLEGIO SALESIANO SAO JOSE,2408102,41477.5,33.0,0.7789
FACEX,2408102,41477.5,33.0,0.7789
ESC DE ENS FUND RAIO DE LUZ,4305108,81683.97,25.0,0.7788
ESC FUNDAMENTAL JESUS BOM PASTOR,4305108,81683.97,25.0,0.7788
ESPACO EDUCACAO BASICA COLEGIO,3504107,59418.61,25.0,0.7788
FENIX C EF M,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO LIVRE INICIATIVA,4106902,67691.3,7.0,0.7787
PONTINHO DE LUZ C E I,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO INFANTIL CRIANCA E CIA,4106902,67691.3,7.0,0.7787
KAMBY CEI,4106902,67691.3,7.0,0.7787
CRIAR C E I,4106902,67691.3,7.0,0.7787
CANTINHO DO SABER C E I,4106902,67691.3,7.0,0.7787
RAIO DE LUZ CEI,4106902,67691.3,7.0,0.7787
AQUARELA MAGICA CENTRO DE EDUCACAO INFANTIL,4106902,67691.3,7.0,0.7787
URSINHO PANDA - C E I,4106902,67691.3,7.0,0.7787
ESTACAO CRIANCA - C E I,4106902,67691.3,7.0,0.7787
ESCOLA DE EDUCACAO INFANTIL SEMEADOR DO SABER,4106902,67691.3,7.0,0.7787
CRIANDO E BRINCANDO CENTRO DE EDUCACAO INFANTIL,4106902,67691.3,7.0,0.7787
HARMONY KIDS C E I,4106902,67691.3,7.0,0.7787
BRINCAR DE APRENDER CENTRO DE EDU INFANTIL,4106902,67691.3,7.0,0.7787
MUNDO KIDS C E I,4106902,67691.3,7.0,0.7787
UM DOIS TRES C E I,4106902,67691.3,7.0,0.7787
CONSTRUINDO O FUTURO C E I,4106902,67691.3,7.0,0.7787
KIDS CENTRO EDUCACAO INFANTIL,4106902,67691.3,7.0,0.7787
ESCOLA ESTRELINHA MAGICA,4106902,67691.3,7.0,0.7787
KELUC E EI EF,4106902,67691.3,7.0,0.7787
ESPACO INFANTIL CENTRO DE EDUCACAO INFANTIL,4106902,67691.3,7.0,0.7787
CRESCENDO FELIZ PRE ESC,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO INFANTIL ANJO GABRIEL,4106902,67691.3,7.0,0.7787
FAVO DE MEL CENTRO DE EDUCACAO INFANTIL,4106902,67691.3,7.0,0.7787
CORUJINHA CENTRO DE EDUCACAO INFANTIL LTDA,4106902,67691.3,7.0,0.7787
PEQUENOS AUTORES CEI,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO INFANTIL TOP KIDS LTDA,4106902,67691.3,7.0,0.7787
CANCAO DE NINAR CEI,4106902,67691.3,7.0,0.7787
GENTE NOVA CEI,4106902,67691.3,7.0,0.7787
AMIGOS DAS LETRAS C E I,4106902,67691.3,7.0,0.7787
EQUIPE CENTRO DE EDUCACAO BASICA PARA JOVENS E ADULTOS A DISTANCIA ENS FUN E MEDIO,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO INFANTIL TURMINHA AMAI,4106902,67691.3,7.0,0.7787
SEMENTE DO SABER - C E I,4106902,67691.3,7.0,0.7787
TURMINHA PEQUENOS ANJOS C E I,4106902,67691.3,7.0,0.7787
MARIA AMELIA C E I,4106902,67691.3,7.0,0.7787
SENAI PORTAO,4106902,67691.3,7.0,0.7787
CENTRO DE EDUCACAO INFANTIL ARCO-IRIS E CIA,4106902,67691.3,7.0,0.7787
COLEGIO MONTE ALTO,3303302,158314.82,6.0,0.7785
COLEGIO PH,3303302,158314.82,6.0,0.7785
CRECHE COMUNITARIA SAO VICENTE DE PAULO,3303302,158314.82,6.0,0.7785
EQUIPE MONTESSORI DE ENSINO,3303302,158314.82,6.0,0.7785
CENTRO DE ENSINO BABYLANDIA E ATUACAO LTDA,3303302,158314.82,6.0,0.7785
COLEGIO E CURSO PENSI - ICARAI 1,3303302,158314.82,6.0,0.7785
NSF BERCARIO E EDUCACAO INFANTIL LTDA ME,3303302,158314.82,6.0,0.7785
CRECHE COMUNITARIA PROF GERALDO CAVALCANTI DE ALBUQUERQUE,3303302,158314.82,6.0,0.7785
FLORESTINHA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LTDA- ME,3303302,158314.82,6.0,0.7785
INSTITUTO EDUCACIONALRAIO DE SOL,3303302,158314.82,6.0,0.7785
CENTRO EDUCACIONAL DURVALINA KNUPP,3303302,158314.82,6.0,0.7785
ESCOLA MAPLE BEAR CANADIAN SCHOOL INDAIATUBA,3520509,110518.41,15.0,0.7785
UIRAPURU COLEGIO,3552205,81273.66,55.0,0.7785
SEB COC UNIDADE RIO PRETO,3549805,54934.44,19.0,0.7784
MARIA INES ARNAL CRECHE,3549805,54934.44,19.0,0.7784
INSTITUTO DE EDUCACAO CIENCIAS E LETRAS PORTAL,3552205,81273.66,52.0,0.7781
CE SANTA RITA DE CASSIA,3205200,42143.26,20.0,0.7778
SENAI ES - CENTRO DE EDUCACAO PROFISSIONAL HELCIO REZENDE DIAS,3205200,42143.26,20.0,0.7778
CECILIA MEIRELES COLEGIO,3548906,72146.03,23.0,0.7776
CONSTRUIR CENTRO EDUCACIONAL,3549904,88077.14,18.0,0.7772
HELENA FERREIRA PROFESSORA CEDIN,3549904,88077.14,18.0,0.7772
DOM BOSCO COLEGIO,3549904,88077.14,18.0,0.7772
CICLO COLEGIO,3549904,88077.14,18.0,0.7772
INSTITUTO EDUCACIONAL IGUATEMY ESCOLA DE EI EF E EM,3549904,88077.14,18.0,0.7772
MARIA APARECIDA SEGOLIN DE REZENDE PROFA CEDIN,3549904,88077.14,18.0,0.7772
JARDINS GO,2800308,36983.19,22.0,0.7772
