prospect;codigo_escola;cidade;UF;bairro_prospect;segmento_comercial;score_destaque;parceiro_mais_proximo;bairro_parceiro;parceiro_eh_unidade_propria;distancia_km;faixa_proximidade
MADRE CABRINI COLEGIO EEIFM;35105053;São Paulo;SP;VILA MARIANA;Outras posições;0.575;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;7.68;distante (>5km)
MIRANDA COLEGIO DE EIFM;35151506;São Paulo;SP;VILA MARIA EUGENIA;Outras posições;0.786;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;7.7;distante (>5km)
SARTRE ESCOLA SEB - ITAIGARA;29200091;Salvador;BA;ITAIGARA;Desafiante (2º-5º local);0.89;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;7.75;distante (>5km)
ESCOLA CARANDA VIVA VIDA;35130217;São Paulo;SP;MIRANDOPOLIS;Outras posições;0.778;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;7.79;distante (>5km)
JOAO BAGOZZI COL PE - EF-EM E NORMAL;41130090;Curitiba;PR;PORTAO;Outras posições;0.604;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;7.87;distante (>5km)
DOM BOSCO COLEGIO UNID III;35367734;São Paulo;SP;PARQUE MANDAQUI;Outras posições;0.725;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;7.89;distante (>5km)
MOBILE COLEGIO;35165347;São Paulo;SP;VILA NOVA CONCEICAO;Desafiante (2º-5º local);0.902;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;7.92;distante (>5km)
OBJETIVO COLEGIO DE CAMPINAS UNIDADE BARAO GERALDO;35118084;Campinas;SP;ARRUAMENTO FAIN JOSE FERES;Outras posições;0.618;COLEGIO POLIEDRO;TAQUARAL;True;7.96;distante (>5km)
PORTO UNIAO COLEGIO;35105429;São Paulo;SP;VILA BUTANTA;Outras posições;0.421;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.03;distante (>5km)
OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA;35143200;São Paulo;SP;AGUA FRIA;Outras posições;0.667;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;8.09;distante (>5km)
COLEGIO E CURSO ACESSO;41150120;Curitiba;PR;SANTA FELICIDADE;Outras posições;0.449;COLEGIO DO BOSQUE MANANCIAIS;AHÚ;False;8.14;distante (>5km)
CASTRO ALVES COLEGIO;35101679;São Paulo;SP;VILA INDUSTRIAL;Outras posições;0.517;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;8.14;distante (>5km)
COLEGUIUM - UNIDADE OURO PRETO;31217123;Belo Horizonte;MG;OURO PRETO;Outras posições;0.773;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;8.17;distante (>5km)
NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;35106148;São Paulo;SP;MOEMA;Outras posições;0.782;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.18;distante (>5km)
COLEGIO NILSON DE SOUZA PEREIRA;29478430;Salvador;BA;PAU DA LIMA;Outras posições;0.668;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;8.2;distante (>5km)
ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA;35107177;São Paulo;SP;VILA MARIANA;Outras posições;0.85;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;8.43;distante (>5km)
COL CHROMOS PAMPULHA;31290157;Belo Horizonte;MG;SAO JOSE;Outras posições;0.8;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;8.5;distante (>5km)
PAN TERRA COLEGIO E PRE ESCOLA;35151385;São Paulo;SP;PARQUE ARTUR ALVIM;Outras posições;0.582;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;8.5;distante (>5km)
COLEGUIUM - UNIDADE ALIPIO DE MELO;31358428;Belo Horizonte;MG;ALÍPIO DE MELO;Outras posições;0.793;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;8.65;distante (>5km)
PIONEIRO CENTRO EDUCACIONAL;35107165;São Paulo;SP;VILA CLEMENTINO;Outras posições;0.758;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.66;distante (>5km)
COLEGUIUM - UNIDADE OURO PRETO INTEGRAL;31351725;Belo Horizonte;MG;OURO PRETO;Outras posições;0.826;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;8.69;distante (>5km)
VITAL BRAZIL COLEGIO;35463279;São Paulo;SP;VILA BUTANTA;Outras posições;0.778;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.75;distante (>5km)
MIGUEL DE CERVANTES COLEGIO;35120285;São Paulo;SP;VILA PROGREDIOR;Outras posições;0.878;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.75;distante (>5km)
CENTRO INTERESCOLAR OBJETIVO UNIDADE LUIS GOES;35130254;São Paulo;SP;MIRANDOPOLIS;Outras posições;0.638;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;8.78;distante (>5km)
NOSSA SENHORA DO ROSARIO COLEGIO;35107190;São Paulo;SP;VILA MARIANA;Outras posições;0.881;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;8.83;distante (>5km)
COLEGIO ADVENTISTA PORTAO - EIEFM;41133005;Curitiba;PR;PORTÃO;Outras posições;0.545;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;8.84;distante (>5km)
COLEGIO HIPOCRATES ZONA NORTE;24084140;Natal;RN;POTENGI;Outras posições;0.462;COLGIO CONTEMPORANEO;LAGOA NOVA;False;8.88;distante (>5km)
COLEGIO MARISTA DE BRASILIA ENSINO FUNDAMENTAL E ENSINO MEDIO;53001346;Brasília;DF;ASA SUL;Outras posições;0.772;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;8.89;distante (>5km)
COLEGIO SANTA MARCELINA;31004031;Belo Horizonte;MG;SÃO LUIZ;Desafiante (2º-5º local);0.944;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;8.91;distante (>5km)
COLEGIO E CURSO ACESSO;41602919;Curitiba;PR;BOQUEIRAO;Outras posições;0.447;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;8.97;distante (>5km)
CURSO E COLEGIO ANALISE - EIRELI - EPP;29422299;Salvador;BA;BONFIM;Outras posições;0.694;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;9.01;distante (>5km)
COLEGIO SAO JOSE;29181640;Salvador;BA;BONFIM;Outras posições;0.64;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;9.05;distante (>5km)
BRAZILIAN INTERNATIONAL SCHOOL;35161937;São Paulo;SP;INDIANOPOLIS;Outras posições;0.439;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;9.07;distante (>5km)
COL COR JESU;53001290;Brasília;DF;ASA SUL;Outras posições;0.729;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;9.07;distante (>5km)
JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO;35119982;São Paulo;SP;TUCURUVI;Outras posições;0.786;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;9.09;distante (>5km)
COLEGIO SALESIANO SAGRADO CORACAO;26121484;Recife;PE;BOA VISTA;Outras posições;0.648;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.14;distante (>5km)
GGE VESTIBULARES;26152630;Recife;PE;MADALENA;Outras posições;0.781;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.2;distante (>5km)
FUTURO ESCOLA DO;35158823;São Paulo;SP;VILA SAO FRANCISCO;Outras posições;0.717;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;9.21;distante (>5km)
COL NOSSA SENHORA DO PERPETUO SOCORRO;53009592;Brasília;DF;SETOR DE HABITAÇÕES INDIVIDUAIS SUL;Outras posições;0.761;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;9.24;distante (>5km)
ARCADIA COLEGIO;35153692;São Paulo;SP;VILA DA SAUDE;Outras posições;0.462;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;9.4;distante (>5km)
AUGUSTO LARANJA COLEGIO UNIDADE I;35143406;São Paulo;SP;INDIANOPOLIS;Desafiante (2º-5º local);0.912;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;9.46;distante (>5km)
INSTITUTO EDUCACIONAL MANOEL PINHEIRO;31217263;Belo Horizonte;MG;GUARANI;Outras posições;0.628;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;9.49;distante (>5km)
CENTRO EDUCACIONAL MINEIRO;31006629;Belo Horizonte;MG;SAO SALVADOR;Outras posições;0.628;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;9.5;distante (>5km)
COLEGIO SALVATORIANO NOSSA SENHORA DE FATIMA;42001773;Florianópolis;SC;ESTREITO;Outras posições;0.468;ESCOLA AUTONOMIA;ITACORUBI;False;9.52;distante (>5km)
CFI-COLEGIO DE FORMACAO INTEGRAL;26180200;Recife;PE;MADALENA;Outras posições;0.642;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.63;distante (>5km)
COLEGIO DE SAO JOSE;26121514;Recife;PE;BOA VISTA;Outras posições;0.511;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.64;distante (>5km)
COL CHROMOS SERRANO;31257397;Belo Horizonte;MG;SÃO SALVADOR;Outras posições;0.647;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;9.73;distante (>5km)
COLEGIO ADVENTISTA DO RECIFE;26121328;Recife;PE;BOA VISTA;Outras posições;0.528;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.85;distante (>5km)
VERTICE COLEGIO UNIDADE II;35141240;São Paulo;SP;CAMPO BELO;Outras posições;0.86;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;9.92;distante (>5km)
COLEGIO AUXILIADORA;26122359;Recife;PE;DERBY;Outras posições;0.784;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;9.92;distante (>5km)
COLEGIO VISCONDE DE PORTO SEGURO CAMPUS MORUMBI;35105648;São Paulo;SP;JARDIM LEONOR;Outras posições;0.853;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;9.96;distante (>5km)
GRUPO EDUC DO RECIFE ANGLO LIDER;26152819;Recife;PE;CORDEIRO;Outras posições;0.428;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;10.03;distante (>5km)
COLEGIO SANTA EMILIA;26181266;Recife;PE;CORDEIRO;Outras posições;0.559;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;10.03;distante (>5km)
REDE DECISAO UNIDADE SAUDE;35125398;São Paulo;SP;SAUDE;Outras posições;0.454;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;10.08;distante (>5km)
COL PRESBITERIANO MACKENZIE - BRASILIA;53009940;Brasília;DF;SETOR DE HABITAÇÕES INDIVIDUAIS SUL;Outras posições;0.815;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;10.09;distante (>5km)
COLEGIO INTER ACAO UNIDADE II;31332780;Belo Horizonte;MG;SANTA TEREZINHA;Outras posições;0.431;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;10.15;distante (>5km)
COLEGIO EQUIPE;26118165;Recife;PE;MADALENA;Desafiante (2º-5º local);0.943;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;10.21;distante (>5km)
UNICULTURA COLEGIO;35809559;Guarulhos;SP;JARDIM PRESIDENTE DUTRA;Outras posições;0.411;MATER AMABILIS COLEGIO;JARDIM MAIA;False;10.22;distante (>5km)
ESCOLA EDUCAR - ENSINO MEDIO;31365874;Belo Horizonte;MG;SERRANO;Outras posições;0.837;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;10.24;distante (>5km)
SANTO AMERICO COLEGIO;35105600;São Paulo;SP;JARDIM COLOMBO;Outras posições;0.833;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;10.27;distante (>5km)
COLEGIO ERASTO GAERTNER;41129148;Curitiba;PR;BOQUEIRÃO;Outras posições;0.757;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;10.34;distante (>5km)
COLEGIO ELITE CONTEMPORANEO EI EF M;41127480;Curitiba;PR;NOVO MUNDO;Outras posições;0.519;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;10.39;distante (>5km)
COLEGIO SANTA RITA DE CASSIA;31004511;Belo Horizonte;MG;BARREIRO;Outras posições;0.798;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;10.41;distante (>5km)
COLEGIO SENHORA DE FATIMA ED INF ENSINO FUND MEDIO SC LTDA;41133463;Curitiba;PR;XAXIM;Outras posições;0.701;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;10.42;distante (>5km)
REDE DECISAO UNIDADE RENOVACAO;35138575;São Paulo;SP;VILA SANTO ESTEFANO;Outras posições;0.494;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;10.43;distante (>5km)
SANTA AMALIA COLEGIO;35107402;São Paulo;SP;MIRANDOPOLIS;Outras posições;0.696;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;10.46;distante (>5km)
COLEGIO SANTA MARIA MINAS - UNIDADE PAMPULHA;31004952;Belo Horizonte;MG;PLANALTO;Outras posições;0.883;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;10.49;distante (>5km)
COLEGIO PRESBITERIANO AGNES ERSKINE;26122090;Recife;PE;GRAÇAS;Outras posições;0.813;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;10.56;distante (>5km)
ADELIA COSTA E SILVA COLEGIO;35151518;São Paulo;SP;JARDIM VIVAN;Outras posições;0.47;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;10.59;distante (>5km)
COLEGIO INTERNACIONAL RADIAL;35130205;São Paulo;SP;MIRANDÓPOLIS;Outras posições;0.461;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;10.66;distante (>5km)
COLEGIO ANGLO LEONARDO DA VINCI;35287600;São Paulo;SP;VILA SONIA;Outras posições;0.703;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;10.67;distante (>5km)
BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO;35105961;São Paulo;SP;SANTO AMARO;Outras posições;0.726;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;10.68;distante (>5km)
STOCKLER COLEGIO;35158483;São Paulo;SP;BROOKLIN PAULISTA;Outras posições;0.787;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;10.68;distante (>5km)
COLEGUIUM - UNIDADE SANTA AMELIA;31322873;Belo Horizonte;MG;SANTA BRANCA;Outras posições;0.774;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;10.7;distante (>5km)
COLEGIO MARISTA SAO LUIS;26122162;Recife;PE;GRACAS;Outras posições;0.857;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;10.95;distante (>5km)
ARGUMENTO COLEGIO;35144952;São Paulo;SP;VILA ROBERTINA;Outras posições;0.793;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;11.0;distante (>5km)
COLEGIO SOCIAL MADRE CLELIA;41128370;Curitiba;PR;CAPÃO RASO;Outras posições;0.492;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;11.02;distante (>5km)
COLEGIO POSITIVO INTERNATIONAL SCHOOL - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;41152484;Curitiba;PR;CAMPO COMPRIDO;Outras posições;0.756;COLEGIO DO BOSQUE MANANCIAIS;AHÚ;False;11.03;distante (>5km)
COLEGIO FRANCISCANO PIOXII;35105314;São Paulo;SP;FAZENDA MORUMBI;Outras posições;0.894;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.07;distante (>5km)
PRIGULE COLEGIO;35118977;São Paulo;SP;VILA NOVA PARADA;Outras posições;0.575;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.07;distante (>5km)
COLEGIO EXIMIUS;26197405;Recife;PE;SANTANA;Outras posições;0.9;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;11.17;distante (>5km)
COL CHROMOS BARREIRO;31369977;Belo Horizonte;MG;BARREIRO;Outras posições;0.744;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;11.17;distante (>5km)
COLEGIO DAS DAMAS DA INSTRUCAO CRISTA;26122081;Recife;PE;GRACAS;Desafiante (2º-5º local);0.93;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;11.19;distante (>5km)
ESCOLA DA VILA VILA DAS JUVENTUDES;35142736;São Paulo;SP;BUTANTA;Outras posições;0.783;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.25;distante (>5km)
COLEGIO COGNITIVO;26189569;Recife;PE;IMBIRIBEIRA;Líder local;0.945;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;11.37;distante (>5km)
COLEGIO NUCLEO;26137631;Recife;PE;GRAÇAS;Outras posições;0.903;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;11.45;distante (>5km)
COLEGIO SAO PAULO DA CRUZ;31005789;Belo Horizonte;MG;BARREIRO;Outras posições;0.884;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;11.51;distante (>5km)
CENTRO EDUCACIONAL PROJECAO GUARA II;53015991;Brasília;DF;GUARÁ II;Outras posições;0.422;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;11.6;distante (>5km)
ALBERT SABIN COLEGIO;35124199;São Paulo;SP;PARQUE DOS PRINCIPES;Outras posições;0.858;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.63;distante (>5km)
COLISEU COLEGIO;35152900;Guarulhos;SP;PARQUE SAO MIGUEL;Outras posições;0.43;MATER AMABILIS COLEGIO;JARDIM MAIA;False;11.7;distante (>5km)
SISTEMA PIAGET DE ENSINO;31007587;Belo Horizonte;MG;SANTA MÔNICA;Outras posições;0.703;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;11.72;distante (>5km)
COLEGIO PONTUAL CENTRO EDUCACIONAL LTDA;26162016;Recife;PE;VÁRZEA;Outras posições;0.729;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;11.75;distante (>5km)
ASSOCIACAO CRESCER SEMPRE;35374957;São Paulo;SP;PARAISOPOLIS;Outras posições;0.596;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.76;distante (>5km)
SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO;31324663;Belo Horizonte;MG;BRASIL INDUSTRIAL BARREIRO;Outras posições;0.791;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;11.87;distante (>5km)
OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ;35132214;São Paulo;SP;SANTO AMARO;Outras posições;0.724;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;11.88;distante (>5km)
COLEGIO GGE;26190451;Recife;PE;PARNAMIRIM;Outras posições;0.801;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.11;distante (>5km)
COLEGIO MOTIVO - CASA FORTE;26125668;Recife;PE;CASA FORTE;Outras posições;0.58;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.15;distante (>5km)
ESCOLA BILINGUE PUERI DOMUS UNIDADE I VERBO DIVINO;35107542;São Paulo;SP;CHACARA SANTO ANTONIO ZONA SUL;Outras posições;0.736;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;12.27;distante (>5km)
COLEGIO FAZER CRESCER - ENSINO MEDIO;26181231;Recife;PE;ROSARINHO;Outras posições;0.774;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.33;distante (>5km)
ANGLO MORUMBI COLEGIO;35153989;São Paulo;SP;SUPER QUADRA MORUMBI;Outras posições;0.66;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;12.37;distante (>5km)
COLEGIO DE SANTA CATARINA;26122154;Recife;PE;TAMARINEIRA;Outras posições;0.752;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.39;distante (>5km)
WALDORF RUDOLF STEINER ESCOLA;35107736;São Paulo;SP;JARDIM PETROPOLIS;Outras posições;0.531;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;12.4;distante (>5km)
COLEGIO SANTA MARIA MAZZARELLO;26120968;Recife;PE;VARZEA;Outras posições;0.424;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.44;distante (>5km)
COL OBJETIVO DF - UNIDADE V;53017870;Brasília;DF;GUARA II;Outras posições;0.516;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;12.52;distante (>5km)
COLEGIO ANGLO LIDER;26180863;Recife;PE;TAMARINEIRA;Outras posições;0.483;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;12.55;distante (>5km)
COL ROGACIONISTA;53008545;Brasília;DF;GUARA II;Outras posições;0.408;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;12.55;distante (>5km)
COLEGIO PRESBITERIANO DE ATIBAIA;35006275;Atibaia;SP;PORTAO;Outras posições;0.422;SAO JOSE EXTERNATO;JARDIM BRASIL;False;12.66;distante (>5km)
CRUZEIRO DO SUL COLEGIO UNIDADE II;35130758;São Paulo;SP;VILA JACUI;Outras posições;0.498;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;12.76;distante (>5km)
COLEGIO VISCONDE DE PORTO SEGURO CAMPUS PANAMBY;35162243;São Paulo;SP;JARDIM MORUMBI;Desafiante (2º-5º local);0.901;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;12.9;distante (>5km)
CETEC COLEGIO;35136463;São Paulo;SP;CIDADE VARGAS;Outras posições;0.474;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;13.06;distante (>5km)
NOSSA SENHORA DAS GRACAS ESCOLA;35107116;São Paulo;SP;CIDADE VARGAS;Outras posições;0.511;SAO JOSE COLEGIO AGOSTINIANO;CHACARA TATUAPE;False;13.1;distante (>5km)
COL CHROMOS VENDA NOVA;31246468;Belo Horizonte;MG;CANDELÁRIA;Outras posições;0.633;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;13.12;distante (>5km)
DOMINUS VIVENDI COLEGIO EIFM;35141264;São Paulo;SP;VILA MASCOTE;Outras posições;0.73;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.28;distante (>5km)
PENTAGONO COLEGIO UNIDADE MORUMBI;35137133;São Paulo;SP;VILA ANDRADE;Outras posições;0.765;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.31;distante (>5km)
SUICO BRASILEIRA SAO PAULO ESCOLA;35107773;São Paulo;SP;JARDIM DOS ESTADOS;Outras posições;0.72;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.35;distante (>5km)
FRIBURGO COLEGIO;35105569;São Paulo;SP;SANTO AMARO;Outras posições;0.477;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.38;distante (>5km)
COLEGIO VISCONDE DE PORTO SEGURO CAMPUS VILA ANDRADE;35456196;São Paulo;SP;VILA ANDRADE;Outras posições;0.62;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.56;distante (>5km)
EMILIE DE VILLENEUVE COLEGIO;35107049;São Paulo;SP;VILA SANTA CATARINA;Outras posições;0.75;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.57;distante (>5km)
COLEGIO FRANCISCANO CORACAO DE MARIA;31007498;Belo Horizonte;MG;SAO JOAO BATISTA;Outras posições;0.779;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;13.64;distante (>5km)
COLEGIO MARIZIA MAIOR;29459230;Salvador;BA;STELLA MARIS;Outras posições;0.739;COLEGIO OFICINA;PITUBA;False;13.67;distante (>5km)
INSTITUTO SOCIAL PINDORAMA;29199603;Salvador;BA;PERIPERI;Outras posições;0.599;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;13.69;distante (>5km)
COLEGIO PARALELO;35141689;São Paulo;SP;SANTO AMARO;Outras posições;0.456;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.72;distante (>5km)
COLEGIO ENERGIA ATIVA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;41377508;Curitiba;PR;SÍTIO CERCADO;Outras posições;0.47;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;13.82;distante (>5km)
COLEGIO ANGLO ALANTE CHACARA SANTO ANTONIO;35107475;São Paulo;SP;SANTO AMARO;Outras posições;0.572;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.85;distante (>5km)
COLEGIO MARQUES DE MONTE ALEGRE;35139580;São Paulo;SP;VILA SANTA CATARINA;Outras posições;0.408;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;13.99;distante (>5km)
COLEGIO SANTA VIRGINIA;35135550;São Paulo;SP;ITAQUERA;Outras posições;0.742;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;14.11;distante (>5km)
COLEGIO GIUSTO ZONZINI;35143595;São Paulo;SP;JARDIM ARPOADOR;Outras posições;0.635;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;14.29;distante (>5km)
COL LA SALLE;53007190;Brasília;DF;NÚCLEO BANDEIRANTE;Outras posições;0.666;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;14.33;distante (>5km)
ESCOLA GENESIS DE STELLA MARIS;29448808;Salvador;BA;STELLA MARIS;Outras posições;0.433;COLEGIO OFICINA;PITUBA;False;14.41;distante (>5km)
